Correo,Nombre,Apellido,Telefono,Estado,Municipio,RazonSocial,Cargo,OtroCargo,NoEmpleados,SolucionInteres,ServicioInteres,Mensaje,AvisoPrivacidad,Newsletter,CreatedAt,UpdatedAt,Tipo,Region,CorreoComercial,CorreoMkt,utm_source,utm_medium,utm_campaign,utm_content
noexiste5@noexiste5.com,TEST,TEST,5555555555,Yucatán,Akil,Courtavenue SA,Gerente,,500 a 1000,Servicios Cloud,Claro Drive Negocio,PRUEBA PARA R8 MAYOR A 50 EMPLEADOS -> SERVICIOS CLOUD-> CLARO,True,False,2/5/2026 7:32:15 PM,2/5/2026 7:32:15 PM,SEC,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
noexiste6@noexiste6.com,TEST,TEST,5555555555,Ciudad de México,Benito Juárez,Courtavenue SA,CEO/COO,,100 a 500,Comunicación Empresarial,Push to Talk,PRUEBA PARA R9 -> COMUNICACIÓN EMPRESARIAL -> PPT,True,True,2/5/2026 7:33:58 PM,2/5/2026 7:33:58 PM,COE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
noexiste7@noexiste7.com,TEST,TEST,5555555555,Hidalgo,Acaxochitlán,Courtavenue SA,CEO/COO,,50 a 100,Mobile Marketing,Distribución de Aplicaciones,PRUEBA PARA MOBILE MARKETING -> DISTRIBUCION DE APLICACIONES,True,True,2/5/2026 7:52:12 PM,2/5/2026 7:52:12 PM,MOM,R9,antonio.porras@telcelmkt.com,gisela.sosa@demo.reseller.telcel.com,,,,
noexiste8@noexiste8.com,TEST,TEST,5555555555,Nuevo León,Cerralvo,Razón Social,Alcalde/Secretario,,1000+,Business Intelligence,GEODATA,PRUBA PARA BI -> GEODATA,True,True,2/5/2026 7:53:19 PM,2/5/2026 7:53:19 PM,BUI,R4,antonio.porras@telcelmkt.com,gisela.sosa@demo.reseller.telcel.com,,,,
diyile3522@desiys.com,TEST,TEST,5555555555,Yucatán,Kanasín,Courtavenue SA,Gerente,,5 a 25,Conectividad Telcel,eSIM,MENSAJE DE PRUEBA R8 MENOR A 50 EMPLEADOS -> CONECTIVIDAD -> ESIM,True,True,2/9/2026 4:46:08 PM,2/9/2026 4:46:08 PM,COT,R8,maria.rodriguez@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
jiretal582@2insp.com,NOMBRE,TEST,5555555555,Baja California,Ensenada,Courtavenue SA,Gerente,,5 a 25,Conectividad Telcel,Redes Privadas de Datos,MENSAJE DE PRUEBA R1 MENOR A 50 EMPLEADOS -> CONECTIVIDAD -> REDES PRIVADAS DE DATOS,True,True,2/9/2026 4:51:45 PM,2/9/2026 4:51:45 PM,COT,R1,ignacio.sanchez@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
christian.cuanlao@telcel.com,PRUEBAasd,PRUEBAasdasd,5555555555,Aguascalientes,Aguascalientes,Razón Social,Gerente,,1 a 5,Comunicación Empresarial,Control de Ventas,PRUEBAasdasdasd,True,True,3/4/2026 10:30:47 AM,3/4/2026 10:30:47 AM,COT,R6,luialdve@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
christian.cuanalo@telcel.com,Christian,Cuanalo,5510104138,Aguascalientes,Aguascalientes,test.11-03-26,Gerente,,1 a 5,Gestión de Fuerza en Campo,Promotoría y Merchandising,test.11-03-26,True,False,3/5/2026 9:42:44 AM,3/11/2026 12:22:38 PM,GFC,R6,luialdve@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
usuario@dominio.com,AAAStttwuueoó,RRRSRyuywwdvqó,5510104138,Quintana Roo,Puerto Morelos,TestDOS,Director,,1000+,Planes Empresariales,Plan Telcel Ultra Empresa,      fffd,True,True,2/20/2026 10:26:53 AM,2/20/2026 10:26:53 AM,PNE,R8,julio.delarosa@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
enrique.ramirez@courtavenue.com,TEST,TEST,5555555555,Aguascalientes,Aguascalientes,Courtavenue SA,Gerente,,1 a 5,Planes Empresariales,Plan Telcel Ultra Empresa,TEST,True,True,2/20/2026 3:32:21 PM,2/20/2026 3:32:21 PM,PTE,R6,luialdve@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
christian.cuanalo@telcel.comq,Christian,Cuanalo,5510104138,Aguascalientes,Aguascalientes,test 5:27,Gerente,,1 a 5,Gestión de Fuerza en Campo,Promotoría y Merchandising,test5:27,True,False,2/23/2026 5:27:59 PM,2/23/2026 5:27:59 PM,GFC,R6,luialdve@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
rslep7unam@gmail.com,TEST,TEST,9999999999,Aguascalientes,Aguascalientes,TEST,Gerente,,1 a 5,Conectividad Telcel,eSIM,TEST,True,True,2/26/2026 2:21:18 PM,3/7/2026 1:59:15 PM,COT,R6,luialdve@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
yaguilar@gmail.com,Yazmin,Aguilar Tellez,5522932231,Estado de México,Almoloya de Juárez,sxccf fg,Gerente,,25 a 50,Gestión de Fuerza en Campo,Control de Sucursales,,True,False,3/4/2026 11:56:50 AM,3/4/2026 11:56:50 AM,GFC,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
mario.mercado@telcel.com,Mario,FMH,5555555555,Ciudad de México,Azcapotzalco,yurtyrtuyruyuryutr,Director,,25 a 50,Gestión de Fuerza en Campo,Control de Sucursales,Test,True,False,3/4/2026 3:25:59 PM,3/4/2026 3:25:59 PM,GFC,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
marioni.rayo@telcel.com,MArio,Mercado,5510102255,Chiapas,Acala,Telcel,Gerente,,50 a 100,Gestión de Fuerza en Campo,Servicios en Campo,test,True,True,3/4/2026 3:03:15 PM,3/4/2026 3:03:15 PM,GFC,R8,julio.delarosa@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
christiancuanalo9@gmail.com,Christian Alejandro,Cuanalo,5510104138,Aguascalientes,Aguascalientes,Prueba 05-03-26 10:21,Gerente,,1 a 5,Gestión de Fuerza en Campo,Promotoría y Merchandising,Prueba 05-03-26 10:21,True,False,3/5/2026 10:21:35 AM,3/5/2026 10:21:35 AM,GFC,R6,luialdve@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
victor.santillan@telcel.com,Victor,Santillan,5510101010,Ciudad de México,Miguel Hidalgo,Radiomovil Dipsa,Jefe,,1000+,Gestión de Fuerza en Campo,Promotoría y Merchandising,Esto es unaprueba,True,False,3/9/2026 12:25:48 PM,3/9/2026 12:25:48 PM,GFC,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
alan.legorreta@telcel.com,Alan,Legorreta,5510105977,Aguascalientes,Aguascalientes,Alan 11-03-26 12.25,Gerente,,1 a 5,Gestión de Fuerza en Campo,Promotoría y Merchandising,Alan 11-03-26 12.25,True,False,3/11/2026 12:25:38 PM,3/11/2026 12:25:38 PM,GFC,R6,luialdve@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
christian.cuanalo@gmail.com,Christian,Cuanalo,5510104138,Aguascalientes,Aguascalientes,test.09-03-26,Gerente,,1 a 5,Gestión de Fuerza en Campo,Promotoría y Merchandising,test,True,False,3/11/2026 12:31:57 PM,3/11/2026 12:31:57 PM,GFC,R6,luialdve@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
prueba@telcel.com,Prueba,Prueba,5555555555,Ciudad de México,Benito Juárez,RDI841003QR4,Gerente,,25 a 50,Gestión de Fuerza en Campo,Promotoría y Merchandising,PRUEBA,True,False,3/11/2026 3:32:27 PM,3/11/2026 3:32:27 PM,GFC,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
jeje@telcel.com,Jesus,Jesus,4324234234,Baja California Sur,Comondú,RDI840202UYT,Director,,5 a 25,Gestión de Fuerza en Campo,Promotoría y Merchandising,,True,False,3/12/2026 9:42:18 AM,3/12/2026 9:45:16 AM,GFC,R1,ignacio.sanchez@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
gabriela.millan@greenheart.com.mx,Gabriela,Millan Soroa,5531366704,Quintana Roo,Othón P. Blanco,GRUPO CHILUAJI,Asistente,,5 a 25,Conectividad Telcel,Conectividad Avanzada M2M,"Hola quiero más información para la contratación de internet,",True,True,3/12/2026 12:06:15 PM,3/12/2026 12:06:19 PM,COV,R8,maria.rodriguez@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
jordana.castro@insertec.biz,JORDANA,CASTRO,5581045542,Estado de México,Tultitlán,Insertec Industrial,Asistente,,5 a 25,Business Intelligence,Indicadores móviles,"Hola buenas tardes, deseo tener contacto con un ejecutivo ya que queremos renovar equipos",True,False,3/12/2026 12:35:00 PM,3/12/2026 12:35:00 PM,BUI,R9,antonio.porras@telcelmkt.com,gisela.sosa@demo.reseller.telcel.com,,,,
brinca.mas.slp@gmail.com,Moises,Garcia,4442854881,San Luis Potosí,San Luis Potosí,Elba Lizeth Silva Campos,Gerente,,1 a 5,Gestión de Fuerza en Campo,Servicios en Campo,"Quiero crrar check list para entrega de servicios evitar llevar algo equivocado a las entregas y al momento de recoger tener el registro y no perder nada, también check list para confirmar que las actividades en atención a cliente y limpieza de artículos se realice correctamente",True,False,3/12/2026 1:01:48 PM,3/12/2026 1:01:48 PM,GFC,R6,luialdve@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
langel@oneshotmexico.com,Luis Ángel,Ortiz morales,5614708913,Estado de México,Cuautitlán,Oneshot producciones y eventos,Gerente,,5 a 25,Planes Empresariales,Plan Telcel Empresa,,True,True,3/12/2026 3:42:03 PM,3/12/2026 3:42:03 PM,PTE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
achesyno@gmail.com,Jesus,Garcia,5549124336,Chihuahua,Juárez,Cambio de casa,Jefe,,50 a 100,Conectividad Telcel,Redes Privadas de Datos,Quiero cambiar mi número con lada de chihuahua ya tengo el chip,True,False,3/12/2026 3:51:52 PM,3/12/2026 3:51:52 PM,COV,R3,marvilce@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
alan.espinoza@movall.mx,Alan,Espinoza Martinez,8123498072,Nuevo León,Monterrey,Compusupply,Director,,5 a 25,Conectividad Telcel,Conectividad Avanzada M2M,X,True,False,3/12/2026 4:05:18 PM,3/12/2026 4:05:18 PM,COT,R4,americo.chapa@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
jneri@articuloshigienicos.com,JAVIER,JIMENEZ,5558997980,Estado de México,Cuautitlán Izcalli,ARTICULOS HIGIENICOS,Jefe,,5 a 25,Planes Empresariales,Plan Telcel Empresa,Solicitud de cotización de servicio para 17 lineas,True,False,3/12/2026 4:10:10 PM,3/12/2026 4:10:10 PM,PTE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
fcorniell@intvacationclub.com,FRAN,CORNIELL,9871009921,Quintana Roo,Benito Juárez,INVERSIONES CORAL,Gerente,,5 a 25,Comunicación Empresarial,Control de Ventas,NECESITAMOS UN PLAN EMPRESARIAL PARA AL MENOS 12 COLABORADORES DE LA EMPRESA,True,False,3/12/2026 4:11:01 PM,3/12/2026 4:11:01 PM,COT,R8,maria.rodriguez@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
ale.semin@gmail.com,ALE,GOMEZ,2221805578,Puebla,Puebla,RFSCAN15362,Gerente,,5 a 25,Planes Empresariales,Plan Telcel Empresa,me urge que me contacten,True,True,3/12/2026 4:21:11 PM,3/12/2026 4:21:11 PM,PTE,R7,juan.galicia@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
jbotellog@hotmail.com,Jesus,Botello,5518500584,Ciudad de México,Coyoacán,Tj28 empr,Director,,1 a 5,Gestión Vehicular Telcel,Modulo de Ruteo,"Deseo que alguien me de información a la brevedad, tengo más de una semana esperando que me den información.
El teléfono que aparece Nunca Nadie contesta!!!

Gracias.",True,False,3/12/2026 4:31:09 PM,3/12/2026 4:31:09 PM,GVT,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
directrack.toluca@gmail.com,ORALIA,ARIAS ROMERO,5563481121,Estado de México,Toluca,DIRECTRACK TOLUCA,Gerente,,1 a 5,Comunicación Empresarial,Control de Ventas,Como puedo registrar mis lineas soy una persona fisica con actividad empresarial.?,True,True,3/12/2026 5:06:49 PM,3/12/2026 5:06:49 PM,COT,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
hezmxg@gmail.com,Manuel Alejandro,Juárez García,5552186080,Ciudad de México,Iztapalapa,"OBERTEIL, S.A. de C.V.",Dueño/Propietario,,25 a 50,Planes Empresariales,Plan Telcel Empresa,Deseo realizar la portabilidad de 6 líneas,True,True,3/12/2026 5:29:34 PM,3/12/2026 5:29:34 PM,PNE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
majaurezg@oberteil.mx,Manuel Alejandro,Juárez García,5552186080,Ciudad de México,Iztapalapa,"OBERTEIL, S.A. de C.V.",Dueño/Propietario,,25 a 50,Planes Empresariales,Plan Telcel Empresa,Deseo realizar la portabilidad de 6 líneas,True,True,3/12/2026 5:30:26 PM,3/12/2026 5:30:26 PM,PNE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
terciariolobo@gmail.com,Gustavo Antonio,Tello duran,5664013928,Sonora,Hermosillo,Sertap,Gerente,,1 a 5,Conectividad Telcel,Conectividad Avanzada M2M,"Comunicacio.n contante en movimientos internet en 3eqyipos al mis.l tiempo y sin corte de datos 
",True,True,3/12/2026 5:43:38 PM,3/12/2026 5:43:39 PM,COT,R2,manuel.zuniga@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
ventas@leviatanagua.com,Ivan,Ceballos,4425709632,Querétaro,Querétaro,Leviatan acualogistica,Otro,Cto,5 a 25,Business Intelligence,GEODATA,Estoy buscando planeas de datos para IoT tipo pool,True,False,3/12/2026 7:10:14 PM,3/12/2026 7:10:14 PM,BUI,R6,antonio.porras@telcelmkt.com,gisela.sosa@demo.reseller.telcel.com,,,,
izetu@izetu.com,Manuel,celis,4445340444,Querétaro,Colón,izetu,Gerente,,5 a 25,Planes Empresariales,Plan Telcel Empresa,"quiero una cuenta empresarial para dar celulares a mis colabores, saludos",True,True,3/12/2026 7:23:07 PM,3/12/2026 7:23:07 PM,PNE,R6,luialdve@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
orudnoperaltam@gmail.com,Francisco Ernestor,Navarro Valenzuela,6624487109,Sonora,Hermosillo,Trabajando de guardia,Otro,Guardia de seguridad,1 a 5,Business Intelligence,Autenticación Móvil,Línea,True,True,3/12/2026 8:22:50 PM,3/12/2026 8:22:53 PM,BUI,R2,antonio.porras@telcelmkt.com,gisela.sosa@demo.reseller.telcel.com,,,,
alonsoamalia820@gmail.com,amalia,Alonso,2447855041,Puebla,Atlixco,san pedro Benito Juárez,Gerente,,1 a 5,Conectividad Telcel,Redes Privadas de Datos,hola,True,False,3/12/2026 10:49:39 PM,3/12/2026 10:49:39 PM,COT,R7,juan.galicia@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
dur.amayrani@gmail.com,Amayrani,Duran,5951252065,Estado de México,Texcoco,Deseo compartir saldo entre mi número de trabajo y el personal,Dueño/Propietario,,1 a 5,Planes Empresariales,Plan Telcel Ultra Empresa,,True,True,3/13/2026 2:57:20 AM,3/13/2026 2:57:20 AM,PNE,R9,alma.laura@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
siton7511@gmail.comcom,Jonathan rafael,González Valdivia,4772834094,Guanajuato,León,Actibar linea,Asistente,,1 a 5,Conectividad Telcel,eSIM,Quiero activar mi línea,True,True,3/13/2026 7:01:24 AM,3/13/2026 7:01:24 AM,COV,R6,luialdve@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
administracion@canacopemty.com,Catalina,Domínguez Estrada,8184748646,Nuevo León,Monterrey,"Cámara Nacional de Comercio en Pequeño Servicios y Turismo de Monterrey, N.L.",Otro,Presidenta,5 a 25,Planes Empresariales,Plan Telcel Empresa,"Buen día, necesito 3 equipos.",True,False,3/13/2026 8:25:48 AM,3/13/2026 8:25:48 AM,PNE,R4,americo.chapa@telcel.com,gisela.sosa@demo.reseller.telcel.com,,,,
